,Aggregated TradeId,Price,Quantity,First TradeId,Last TradeId,Timestamp,Was the buyer the maker?,Was the trade the best price match?
397,65453015,0.00177730,0.91000000,79362600,79362601,1591749471485,True,True
398,65453016,0.00177760,95.48000000,79362602,79362602,1591749476416,False,True
399,65453017,0.00177770,4.99000000,79362603,79362603,1591749476890,False,True
400,65453018,0.00177760,95.52000000,79362604,79362604,1591749482957,False,True
401,65453019,0.00177750,97.81000000,79362605,79362605,1591749489076,True,True
402,65453020,0.00177770,6.01000000,79362606,79362606,1591749490220,False,True
403,65453021,0.00177770,2.71000000,79362607,79362607,1591749491272,False,True
404,65453022,0.00177770,2.68000000,79362608,79362608,1591749492428,False,True
405,65453023,0.00177750,118.75000000,79362609,79362609,1591749495146,True,True
406,65453024,0.00177770,0.91000000,79362610,79362610,1591749502070,False,True
407,65453025,0.00177760,59.33000000,79362611,79362611,1591749504327,False,True
408,65453026,0.00177770,9.77000000,79362612,79362612,1591749505850,False,True
409,65453027,0.00177770,20.23000000,79362613,79362613,1591749505851,False,True
410,65453028,0.00177780,9.77000000,79362614,79362614,1591749505862,False,True
411,65453029,0.00177790,7.40000000,79362615,79362615,1591749505862,False,True
412,65453030,0.00177790,6.43000000,79362616,79362616,1591749505875,False,True
413,65453031,0.00177790,0.72000000,79362617,79362617,1591749505944,False,True
414,65453032,0.00177790,0.20000000,79362618,79362619,1591749505956,False,True
415,65453033,0.00177800,6.43000000,79362620,79362622,1591749506878,False,True
416,65453034,0.00177820,0.72000000,79362623,79362623,1591749507248,False,True
417,65453035,0.00177810,50.00000000,79362624,79362624,1591749511523,False,True
418,65453036,0.00177830,0.20000000,79362625,79362625,1591749524265,False,True
419,65453037,0.00177850,0.06000000,79362626,79362626,1591749524265,False,True
420,65453038,0.00177840,0.91000000,79362627,79362627,1591749535409,True,True
421,65453039,0.00177840,2.16000000,79362628,79362628,1591749536712,True,True
422,65453040,0.00177840,1.26000000,79362629,79362629,1591749536744,True,True
423,65453041,0.00177840,0.88000000,79362630,79362630,1591749536747,True,True
424,65453042,0.00177840,0.72000000,79362631,79362631,1591749536751,True,True
425,65453043,0.00177840,0.49000000,79362632,79362632,1591749536758,True,True
426,65453044,0.00177830,0.85000000,79362633,79362633,1591749536758,True,True
427,65453045,0.00177840,100.30000000,79362634,79362634,1591749542950,True,True
428,65453046,0.00177840,96.10000000,79362635,79362635,1591749552067,False,True
429,65453047,0.00177850,0.06000000,79362636,79362636,1591749557231,False,True
430,65453048,0.00177850,0.91000000,79362637,79362638,1591749561767,False,True
431,65453049,0.00177850,11.22000000,79362639,79362639,1591749563673,False,True
432,65453050,0.00177860,32.50000000,79362640,79362640,1591749563757,False,True
433,65453051,0.00177860,17.50000000,79362641,79362641,1591749563764,False,True
434,65453052,0.00177880,0.19000000,79362642,79362642,1591749563771,False,True
435,65453053,0.00177890,0.22000000,79362643,79362643,1591749563962,False,True
436,65453054,0.00177880,79.08000000,79362644,79362644,1591749565787,True,True
437,65453055,0.00177920,5.54000000,79362645,79362646,1591749568475,False,True
438,65453056,0.00177930,0.54000000,79362647,79362647,1591749568475,False,True
439,65453057,0.00177930,5.54000000,79362648,79362648,1591749568490,False,True
440,65453058,0.00177930,43.92000000,79362649,79362649,1591749571248,False,True
441,65453059,0.00177940,4.27000000,79362650,79362651,1591749571248,False,True
442,65453060,0.00177950,0.12000000,79362652,79362652,1591749571248,False,True
443,65453061,0.00177980,0.40000000,79362653,79362654,1591749571248,False,True
444,65453062,0.00177990,0.06000000,79362655,79362655,1591749571248,False,True
445,65453063,0.00178000,9.89000000,79362656,79362656,1591749571287,True,True
446,65453064,0.00178000,1.00000000,79362657,79362657,1591749571325,True,True
447,65453065,0.00178000,59.13000000,79362658,79362659,1591749571378,True,True
448,65453066,0.00178000,119.84000000,79362660,79362660,1591749574106,False,True
449,65453067,0.00178010,37.76000000,79362661,79362663,1591749576152,False,True
450,65453068,0.00178020,62.31000000,79362664,79362664,1591749576152,False,True
451,65453069,0.00177980,3.87000000,79362665,79362665,1591749577263,True,True
452,65453070,0.00178000,9.16000000,79362666,79362666,1591749579919,False,True
453,65453071,0.00178000,40.84000000,79362667,79362667,1591749579922,False,True
454,65453072,0.00178030,0.28000000,79362668,79362668,1591749579922,False,True
455,65453073,0.00178050,58.88000000,79362669,79362671,1591749579922,False,True
456,65453074,0.00178050,4.30000000,79362672,79362672,1591749580156,False,True
457,65453075,0.00178010,0.06000000,79362673,79362673,1591749581226,True,True
458,65453076,0.00178060,25.70000000,79362674,79362675,1591749582943,False,True
459,65453077,0.00178100,0.31000000,79362676,79362676,1591749582943,False,True
460,65453078,0.00178110,1.17000000,79362677,79362679,1591749582943,False,True
461,65453079,0.00178060,0.91000000,79362680,79362680,1591749584141,True,True
462,65453080,0.00178110,87.95000000,79362681,79362681,1591749584569,False,True
463,65453081,0.00178090,1.84000000,79362682,79362682,1591749587174,True,True
464,65453082,0.00178090,103.02000000,79362683,79362685,1591749587258,True,True
465,65453083,0.00178110,0.15000000,79362686,79362686,1591749589288,False,True
466,65453084,0.00178110,5.74000000,79362687,79362687,1591749591907,False,True
467,65453085,0.00178110,0.57000000,79362688,79362688,1591749591930,False,True
468,65453086,0.00178120,6.74000000,79362689,79362691,1591749592019,False,True
469,65453087,0.00178110,0.69000000,79362692,79362692,1591749593267,True,True
470,65453088,0.00178110,8.52000000,79362693,79362693,1591749594667,True,True
471,65453089,0.00178120,17.48000000,79362694,79362696,1591749595404,False,True
472,65453090,0.00178130,0.67000000,79362697,79362700,1591749595404,False,True
473,65453091,0.00178130,14.93000000,79362701,79362702,1591749602987,False,True
474,65453092,0.00178130,14.93000000,79362703,79362703,1591749602997,False,True
475,65453093,0.00178130,0.12000000,79362704,79362704,1591749603005,False,True
476,65453094,0.00178130,25.71000000,79362705,79362705,1591749603104,False,True
477,65453095,0.00178140,1.00000000,79362706,79362707,1591749610476,False,True
478,65453096,0.00178140,0.90000000,79362708,79362708,1591749614879,False,True
479,65453097,0.00178130,88.87000000,79362709,79362709,1591749627843,True,True
480,65453098,0.00178140,6.24000000,79362710,79362712,1591749629087,False,True
481,65453099,0.00178150,0.17000000,79362713,79362713,1591749631454,False,True
482,65453100,0.00178140,77.60000000,79362714,79362714,1591749635640,False,True
483,65453101,0.00178140,0.11000000,79362715,79362715,1591749638926,True,True
484,65453102,0.00178140,0.20000000,79362716,79362716,1591749639036,True,True
485,65453103,0.00178140,0.12000000,79362717,79362717,1591749640860,True,True
486,65453104,0.00178130,99.28000000,79362718,79362718,1591749645715,True,True
487,65453105,0.00178120,1.91000000,79362719,79362719,1591749648992,True,True
488,65453106,0.00178120,0.13000000,79362720,79362720,1591749650610,True,True
489,65453107,0.00178130,1.89000000,79362721,79362721,1591749657957,True,True
490,65453108,0.00178110,5.76000000,79362722,79362722,1591749657957,True,True
491,65453109,0.00178130,0.09000000,79362723,79362723,1591749659294,True,True
492,65453110,0.00178110,4.55000000,79362724,79362725,1591749660788,True,True
493,65453111,0.00178120,96.01000000,79362726,79362726,1591749660802,False,True
494,65453112,0.00178140,63.65000000,79362727,79362727,1591749671854,True,True
495,65453113,0.00178140,10.97000000,79362728,79362728,1591749673131,False,True
496,65453114,0.00178150,57.84000000,79362729,79362731,1591749673131,False,True
497,65453115,0.00178160,2.21000000,79362732,79362741,1591749673131,False,True
498,65453116,0.00178170,60.27000000,79362742,79362750,1591749673131,False,True
499,65453117,0.00178170,10.97000000,79362751,79362751,1591749675878,False,True
